Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
blackstone-bake-pan-372mm,"Blackstone Bake Pan 37.2cm","Blackstone Bake Pan Size: 37.2 x 25.5 X 5 Uniform heat, easy to clean, wear-resistant, do not fall off and other features, Wide curling design, smooth edges do not scratch hand, the coating surface texture smooth non-stick Can make cookies, chiffon cake, pizza, roast chicken and other baking works Uses: making bread, cake, grilled chicken wings and so on",AWM,,,false,,,,,shopify,23,continue,20.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SquarePic_20220411_08372346_9a88c5a0-bb5d-4a13-877c-fdd2224ce2fb_1080x1080_pad_ffffff.jpg.jpg?v=1649652178
blackstone-bake-pan-320mm,"Blackstone Bake Pan 32cm","Size: 32 X 22 X 4.5 cm Uniform heat, easy to clean, wear-resistant, do not fall off and other features, Wide curling design, smooth edges do not scratch hand, the coating surface texture smooth non-stick Can make cookies, chiffon cake, pizza, roast chicken and other baking works Uses: making bread, cake, grilled chicken wings and so on",AWM,,,false,,,,,shopify,25,continue,14.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SquarePic_20220411_08372346_1080x1080_pad_ffffff.jpg.jpg?v=1649651946
blackstone-loaf-pan-275mm,"Blackstone Carbon Steel Loaf Pan Black 275MM - 27.5 x 15 x 6.5 CM","Blackstone Loaf Pan Size: 275MM Rectangular-shaped bread pans—ideal for baking bread, making meatloaf, and more Heavy-weight carbon-steel construction provides durability and fast, even heating for uniform browning Nonstick coating ensures effortless food release; oven-safe to 500 degrees F Hand washing recommended; part of the AmazonBasics nonstick carbon-steel bakeware collection",AWM,,,false,,,,,shopify,25,continue,38.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/loafpan2275mm_eb334d0d-c9c9-4792-8d77-6f6e81269bde_1080x1080_pad_ffffff.jpg.jpg?v=1647413885
hazmat-protection-suits-coverall-ppe-kit,"Hazmat Protection Suits Coverall PPE Carton only - 100pcs","Disposable Protective Coverall, Reusable Anti-Microbial Quarantine Protective Clothing (PPE Kit) Feature: Fabric: Non Woven Spun Bonded 45 GSM & 70 GSM Leakproof Hooded isolation suit with shoe cover, it has elastic wrists and ankles, and elastic waist. With isolated and protective effects, it is suitable for clinical personnel who come into contact with the blood, body fluids and secretions of potentially infectious patients. It is suitable for persons working in front line to fight against diseases. Like Doctors, Nurses, Cleaning Workers & Police etc. Independent packaging design, it is easy to use and fits comfortably. It is comfortable to wear for long hours zip open front. GSM (also known as gm/2) = grams per square meter and is the metric measurement of the weight of a fabric. Pls note: Only selling by carton. Only Bulk Orders Above 10Pcs","Fulfilled by Emarkiz.com",,,false,Size,30gsm,,,shopify,0,continue,375.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/PPEKitCoverall_f8ef567f-cbc7-4674-ae5e-974f19b6c966_1080x1080_pad_ffffff.jpg.jpg?v=1645788737
hazmat-protection-suits-coverall-ppe-kit,"Hazmat Protection Suits Coverall PPE Carton only - 100pcs","Disposable Protective Coverall, Reusable Anti-Microbial Quarantine Protective Clothing (PPE Kit) Feature: Fabric: Non Woven Spun Bonded 45 GSM & 70 GSM Leakproof Hooded isolation suit with shoe cover, it has elastic wrists and ankles, and elastic waist. With isolated and protective effects, it is suitable for clinical personnel who come into contact with the blood, body fluids and secretions of potentially infectious patients. It is suitable for persons working in front line to fight against diseases. Like Doctors, Nurses, Cleaning Workers & Police etc. Independent packaging design, it is easy to use and fits comfortably. It is comfortable to wear for long hours zip open front. GSM (also known as gm/2) = grams per square meter and is the metric measurement of the weight of a fabric. Pls note: Only selling by carton. Only Bulk Orders Above 10Pcs","Fulfilled by Emarkiz.com",,,false,Size,40gsm,,,shopify,4,continue,460.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/PPEKitCoverall_f8ef567f-cbc7-4674-ae5e-974f19b6c966_1080x1080_pad_ffffff.jpg.jpg?v=1645788737
hazmat-protection-suits-coverall-ppe-kit,"Hazmat Protection Suits Coverall PPE Carton only - 100pcs","Disposable Protective Coverall, Reusable Anti-Microbial Quarantine Protective Clothing (PPE Kit) Feature: Fabric: Non Woven Spun Bonded 45 GSM & 70 GSM Leakproof Hooded isolation suit with shoe cover, it has elastic wrists and ankles, and elastic waist. With isolated and protective effects, it is suitable for clinical personnel who come into contact with the blood, body fluids and secretions of potentially infectious patients. It is suitable for persons working in front line to fight against diseases. Like Doctors, Nurses, Cleaning Workers & Police etc. Independent packaging design, it is easy to use and fits comfortably. It is comfortable to wear for long hours zip open front. GSM (also known as gm/2) = grams per square meter and is the metric measurement of the weight of a fabric. Pls note: Only selling by carton. Only Bulk Orders Above 10Pcs","Fulfilled by Emarkiz.com",,,false,Size,60gsm,,,shopify,0,continue,510.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/PPEKitCoverall_f8ef567f-cbc7-4674-ae5e-974f19b6c966_1080x1080_pad_ffffff.jpg.jpg?v=1645788737
hazmat-protection-suits-coverall-ppe-kit,"Hazmat Protection Suits Coverall PPE Carton only - 100pcs","Disposable Protective Coverall, Reusable Anti-Microbial Quarantine Protective Clothing (PPE Kit) Feature: Fabric: Non Woven Spun Bonded 45 GSM & 70 GSM Leakproof Hooded isolation suit with shoe cover, it has elastic wrists and ankles, and elastic waist. With isolated and protective effects, it is suitable for clinical personnel who come into contact with the blood, body fluids and secretions of potentially infectious patients. It is suitable for persons working in front line to fight against diseases. Like Doctors, Nurses, Cleaning Workers & Police etc. Independent packaging design, it is easy to use and fits comfortably. It is comfortable to wear for long hours zip open front. GSM (also known as gm/2) = grams per square meter and is the metric measurement of the weight of a fabric. Pls note: Only selling by carton. Only Bulk Orders Above 10Pcs","Fulfilled by Emarkiz.com",,,false,Size,70gsm,,,shopify,0,continue,520.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/PPEKitCoverall_f8ef567f-cbc7-4674-ae5e-974f19b6c966_1080x1080_pad_ffffff.jpg.jpg?v=1645788737
hotpack-disposable-black-vinyl-gloves-small-size,"Hotpack Disposable Black Vinyl Gloves - Small size","Includes 100 PCs Disposable Black Vinyl Gloves Single user either hand Superior strength with better puncture resistance rubber gloves disposable Disposable protective gloves: Pack of 100,disposable gloves fit your hand flexibly and comfortably, are stretch-resistant and not easily broken. Safe and durable:The product is made of food-grade rubber materials, high-density material, bouncy, waterproof, durable, and can effectively isolate bacteria and oil. Multipurpose: Gloves They are ideal for many applications and uses, including tattooing, kitchen, food, home use, bathroom areas, washing and handling of pets, painting and decoration, scientific experiments, etc.","AKT Lighting",,,false,,,,,shopify,41,continue,34.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Gloves_1ee86ecd-8db0-430a-948e-062cda392f59_1080x1080_pad_ffffff.jpg.jpg?v=1645788739
disposable-gloves-vinyl-blue-box-of-100-large,"Disposable Gloves Vinyl Blue Box of 100 - Large","Includes 100 PCs Disposable Vinyl Gloves, Blue Single user either hand Superior strength with better puncture resistance rubber gloves disposable Disposable protective gloves: Pack of 100,disposable gloves fit your hand flexibly and comfortably, are stretch-resistant and not easily broken. Safe and durable:The product is made of food-grade rubber materials, high-density material, bouncy, waterproof, durable, and can effectively isolate bacteria and oil. Multipurpose: Gloves They are ideal for many applications and uses, including tattooing, kitchen, food, home use, bathroom areas, washing and handling of pets, painting and decoration, scientific experiments, etc.","Monir Madeena",,,false,,,,,shopify,50,continue,25.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/5024_3ef0e54a-5a7e-40d5-bcef-b9f98e7509ab_1080x1080_pad_ffffff.jpg.jpg?v=1645788768
splash-toys-dancing-fairy-yellow,"Splash Toys Dancing Fairy - Yellow","Let your little one have a good time playing Splash Toys - Dancing Fairy. Great for pretend play. Perfect gift to little one and will surely provide endless hours of fun. Guaranteed fun item Made of quality materials Ideal gift to kids",FGI,,,false,,,,,shopify,30,continue,75.00,61.95,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SplashToysDancingFairy-Yellow_0f0401ef-d32f-48a6-91dd-3895a02c1a7a_1080x1080_pad_ffffff.jpg.jpg?v=1645788772
splash-toys-dancing-fairy-red,"Splash Toys Dancing Fairy - Red","Let your little one have a good time playing Splash Toys - Dancing Fairy. Great for pretend play. Perfect gift to little one and will surely provide endless hours of fun. Guaranteed fun item Made of quality materials Ideal gift to kids",FGI,,,false,,,,,shopify,30,continue,75.00,61.95,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SplashToysDancingFairy-Red1_d8faca2b-e573-402e-95d5-c5fc3097fd59_1080x1080_pad_ffffff.jpg.jpg?v=1647249020
copy-of-splash-toys-dancing-fairy-green,"Splash Toys Dancing Fairy - Green","Let your little one have a good time playing Splash Toys - Dancing Fairy. Great for pretend play. Perfect gift to little one and will surely provide endless hours of fun. Guaranteed fun item Made of quality materials Ideal gift to kids",FGI,,,false,,,,,shopify,30,continue,75.00,61.95,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SplashToysDancingFairy-Green_17924058-f975-47ea-a903-7581b8cdc6cc_1080x1080_pad_ffffff.jpg.jpg?v=1645788790
splash-toys-dancing-fairy-blue,"Splash Toys - Dancing Fairy - Blue","Let your little one have a good time playing Splash Toys - Dancing Fairy. Great for pretend play. Perfect gift to little one and will surely provide endless hours of fun. Guaranteed fun item Made of quality materials Ideal gift to kids",FGI,,,false,,,,,shopify,30,continue,75.00,61.95,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SplashToys-DancingFairy-Blue_8a122628-fe1d-4806-a8af-5992548f83e5_1080x1080_pad_ffffff.jpg.jpg?v=1645788794
splash-toys-drone-shooter,"Splash Toys Drone Shooter","Get ready to face the alien invasion with this Drone Shooter! Aim the spaceship in midair to earn points and land it. But beware of his counterattack.Dodge the response of the enemy ship or you will lose! Incredible, your Drone Shooter and the ship emit laser sounds and vibrate when touched!Includes:1 shooter with score on the stick + 1 droneWorks with 4 LR6 batteries (not included) Fun and exciting toy to play Develop hand-eye coordination and concentration",FGI,,,false,,,,,shopify,30,continue,155.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SplashToysDroneShooter1_094b49d9-e372-4266-b3cc-edb3427fd865_1080x1080_pad_ffffff.jpg.jpg?v=1645788798
