Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
libratone-one-style-portable-bluetooth-speaker,"Libratone One Style Portable Bluetooth Speaker","Elegant Bluetooth speaker - where sleek Scandinavian design meets seriously flawless sound
Superior 360 degree sound - with Libratone's signature 360-degree technology it's a sublime sound experience wherever you are
Splash-proof design (IPx4) - set music free whatever you're doing, the One Style is splash proof and has IPx4 rating
12 hours of power - its rechargeable battery delivers more than 12 hours of portable music power
Bluetooth +1 for wireless stereo - connect any two Libratone speakers together for easy wireless stereo pairing.
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.


Libratone ONE STYLE Where sleek Scandinavian design meets great sound. Every feature has been designed with style in mind - from the soft material cover to the durable rubber frame and loop handle. Perfect form, yet packed with technology - its splash proof and has a 12-hour playback time - so you'll look good living life on the go. The feature set brings Bluetooth +1 wireless pairing to ANY Libratone speaker, connect 2 phones to take turns playing your favourite tracks and use the built-in speakerphone for making and taking calls.
Stylish Bluetooth Speaker Superior 360 Degree Sound Splash-Proof Design (IPx4) 12 Hours of Battery Power Bluetooth +1 for Wireless Stereo Simple App &amp; Touch Controls. Unique acoustic technology sends sound waves in every direction through 5 internal speaker driversSplash Proof Design.Take your speaker anywhere, without a worry. Its fully splash proof and weather resistant 12 Hours of Power. Its rechargeable battery delivers more than 12 hours of portable music powerConnect Another With Bluetooth +1 - you can connect any two Libratone speakers together for easy wireless stereo pairing.

Libratone ONE STYLE Where sleek Scandinavian design meets great sound - 
Every feature has been designed with style in mind - from the soft material cover to the durable rubber frame and loop handle. Perfect form, yet packed with technology - its splash proof and has a 12-hour playback time - so you'll look good living life on the go. The feature set brings Bluetooth +1 wireless pairing to ANY Libratone speaker, connect 2 phones to take turns playing your favourite tracks and use the built-in speakerphone for making and taking calls
 FEATURES

Stylish Bluetooth Speaker
Superior 360 Degree Sound
Splash-Proof Design (IPx4)
12 Hours of Battery Power
Bluetooth +1 for Wireless Stereo
Simple App &amp; Touch Controls",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,Grey,,,shopify,0,continue,799.00,359.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151593618519166one_style_darkgrey_0.jpg?v=1581631219
libratone-one-click-portable-bluetooth-speaker,"Libratone One Click Portable Bluetooth Speaker","TRANSFORM YOUR SPEAKER WITH A CLICK!

Meet the Swiss Army Knife of Speakers: innovative design, unbeatable sound quality and a range of accessories that click on and off.


Dimensions: 12 × 4.1 × 20.5 cm


Power: More than 12 hours playback


App:  Available for download through Apple App Store and Google Play Store.


Personalization: Changeable frame – allowing you to change colour and style. The click frame supports different attachments.


2 phone connections: Connect two phones and take turns playing music.


Bluetooth +1: Pair two Libratone Bluetooth speakers to play together.

12+ hour rechargeable battery, charges via USB, pair 2 speakers together, speakerphone, intuitive touch-control interface and and easy to use app
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.

Description
 
ONE Click is redefining portable speakers for life on-the-go with its innovative design, changeable accessories and unbeatable sound quality. ONE Click comes with two interchangeable attachments in the form of a strap or a lockable hook making it easy to adapt to however you want to attach or place it.

Amazing sound with more bass than other portable Bluetooth speakers - Like all Libratone speakers, ONE Click is specifically tuned to provide a full range of sound without compromise, delivering more bass than other portable Bluetooth speakers, full midrange and crisp treble. 360-degree sound projects audio in every direction meaning wherever the speaker is placed, everyone will have an equally clear, direct acoustic experience. 
 Splash Proof - A design that withstands weather changes and splashes of water. ONE Click’s protective rubber frame shields it from any surface - wet or dry, and its unique fabric cover protects its elements from the elements. With an IPX-4 splash proof rating, you don’t have to worry if water hits your ONE Click while in the canoe, by the pool, or on a hike in sudden rain. 

 “Paperback book” shape - This shape makes it convenient to take anywhere. About the size of a paperback book, ONE Click fits naturally in your hand and can be conveniently slipped into a purse or bag.
 
Clever accessories - Comes with two clever, interchangeable hanging accessories for versatile adaptability on the go. An adjustable short handle and a handy U-shaped lock for hanging on a bike, a tree branch, boat, backpack or bookshelf.

Adapts to life on-the-go - With a click or two, you can change the way you carry, hang or wear ONE Click. An optional long strap makes it easy to wear while you hike or take a leisurely stroll.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,"Cloudy Grey",,,shopify,0,continue,849.00,420.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/one_hook_closed_grey_0.jpg?v=1581630867
libratone-one-click-portable-bluetooth-speaker,"Libratone One Click Portable Bluetooth Speaker","TRANSFORM YOUR SPEAKER WITH A CLICK!

Meet the Swiss Army Knife of Speakers: innovative design, unbeatable sound quality and a range of accessories that click on and off.


Dimensions: 12 × 4.1 × 20.5 cm


Power: More than 12 hours playback


App:  Available for download through Apple App Store and Google Play Store.


Personalization: Changeable frame – allowing you to change colour and style. The click frame supports different attachments.


2 phone connections: Connect two phones and take turns playing music.


Bluetooth +1: Pair two Libratone Bluetooth speakers to play together.

12+ hour rechargeable battery, charges via USB, pair 2 speakers together, speakerphone, intuitive touch-control interface and and easy to use app
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.

Description
 
ONE Click is redefining portable speakers for life on-the-go with its innovative design, changeable accessories and unbeatable sound quality. ONE Click comes with two interchangeable attachments in the form of a strap or a lockable hook making it easy to adapt to however you want to attach or place it.

Amazing sound with more bass than other portable Bluetooth speakers - Like all Libratone speakers, ONE Click is specifically tuned to provide a full range of sound without compromise, delivering more bass than other portable Bluetooth speakers, full midrange and crisp treble. 360-degree sound projects audio in every direction meaning wherever the speaker is placed, everyone will have an equally clear, direct acoustic experience. 
 Splash Proof - A design that withstands weather changes and splashes of water. ONE Click’s protective rubber frame shields it from any surface - wet or dry, and its unique fabric cover protects its elements from the elements. With an IPX-4 splash proof rating, you don’t have to worry if water hits your ONE Click while in the canoe, by the pool, or on a hike in sudden rain. 

 “Paperback book” shape - This shape makes it convenient to take anywhere. About the size of a paperback book, ONE Click fits naturally in your hand and can be conveniently slipped into a purse or bag.
 
Clever accessories - Comes with two clever, interchangeable hanging accessories for versatile adaptability on the go. An adjustable short handle and a handy U-shaped lock for hanging on a bike, a tree branch, boat, backpack or bookshelf.

Adapts to life on-the-go - With a click or two, you can change the way you carry, hang or wear ONE Click. An optional long strap makes it easy to wear while you hike or take a leisurely stroll.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,"Carribean Green",,,shopify,0,continue,849.00,429.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/one_hook_open_green_0.jpg?v=1581630756
libratone-one-click-portable-bluetooth-speaker,"Libratone One Click Portable Bluetooth Speaker","TRANSFORM YOUR SPEAKER WITH A CLICK!

Meet the Swiss Army Knife of Speakers: innovative design, unbeatable sound quality and a range of accessories that click on and off.


Dimensions: 12 × 4.1 × 20.5 cm


Power: More than 12 hours playback


App:  Available for download through Apple App Store and Google Play Store.


Personalization: Changeable frame – allowing you to change colour and style. The click frame supports different attachments.


2 phone connections: Connect two phones and take turns playing music.


Bluetooth +1: Pair two Libratone Bluetooth speakers to play together.

12+ hour rechargeable battery, charges via USB, pair 2 speakers together, speakerphone, intuitive touch-control interface and and easy to use app
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.

Description
 
ONE Click is redefining portable speakers for life on-the-go with its innovative design, changeable accessories and unbeatable sound quality. ONE Click comes with two interchangeable attachments in the form of a strap or a lockable hook making it easy to adapt to however you want to attach or place it.

Amazing sound with more bass than other portable Bluetooth speakers - Like all Libratone speakers, ONE Click is specifically tuned to provide a full range of sound without compromise, delivering more bass than other portable Bluetooth speakers, full midrange and crisp treble. 360-degree sound projects audio in every direction meaning wherever the speaker is placed, everyone will have an equally clear, direct acoustic experience. 
 Splash Proof - A design that withstands weather changes and splashes of water. ONE Click’s protective rubber frame shields it from any surface - wet or dry, and its unique fabric cover protects its elements from the elements. With an IPX-4 splash proof rating, you don’t have to worry if water hits your ONE Click while in the canoe, by the pool, or on a hike in sudden rain. 

 “Paperback book” shape - This shape makes it convenient to take anywhere. About the size of a paperback book, ONE Click fits naturally in your hand and can be conveniently slipped into a purse or bag.
 
Clever accessories - Comes with two clever, interchangeable hanging accessories for versatile adaptability on the go. An adjustable short handle and a handy U-shaped lock for hanging on a bike, a tree branch, boat, backpack or bookshelf.

Adapts to life on-the-go - With a click or two, you can change the way you carry, hang or wear ONE Click. An optional long strap makes it easy to wear while you hike or take a leisurely stroll.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,"Carise Red",,,shopify,0,continue,849.00,420.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/oneclickcerise-red.jpg?v=1581630704
libratone-too-portable-bluetooth-speaker,"Libratone TOO Portable Bluetooth Speaker","Amazing 360-degree sound from a small form factor, with libratones signature blend of Deep bass, full mid-range and crisp treble
Convenient grab-and-go compact size
Splash proof design withstands weather changes and splashes of water
12+ hours of rechargeable battery life that charges via USB
Includes the ability to pair 2 speakers together with Bluetooth +1, speakerphone, intuitive touch-control interface and easy to use app.
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.





Description
TOO is a playful, portable Bluetooth speaker with big sound packed into a convenient, diminutive grab-and-go package. Sized to fit easily into your bag or back pocket, TOO is specifically tuned to provide a full range of sound delivering uncompromised, impressive bass performance and 360-degree sound. With 12+ hours of rechargeable battery life and a splash proof design, TOO is the ultimate companion for life on-the-go. 
Amazing sound with more bass than other portable Bluetooth speakers - TOO is specifically tuned to provide a full range of sound without compromise, delivering more bass than other portable Bluetooth speakers, full midrange and crisp treble. 360-degree sound projects audio in every direction meaning wherever the speaker is placed, everyone will have an equally clear, direct acoustic experience.
Grab-and-go compact size - Slim like a bottle and small enough to fit neatly into the pocket of a backpack or handbag, TOO is one of the most lightweight, ultra-portable speakers on the market.
 

Splash Proof Design - TOO is splash proof and its rubber foot and sturdy frame shield it from any surface - wet or dry, while its unique fabric cover protects its elements from the elements.
 

12+ Hours of rechargeable battery life - With more than 12 hours of playback on a single charge, your TOO will always be by your side ready to play when you are!
  
Convenient carrying loop - The small looped handle that hangs off the edge of TOO is perfect for hanging off your finger, clipping to your backpack (or on anything) for convenient hands free listening.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,White,,,shopify,0,continue,699.00,339.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148048920024880too_grey_2.jpg?v=1581631061
libratone-too-portable-bluetooth-speaker,"Libratone TOO Portable Bluetooth Speaker","Amazing 360-degree sound from a small form factor, with libratones signature blend of Deep bass, full mid-range and crisp treble
Convenient grab-and-go compact size
Splash proof design withstands weather changes and splashes of water
12+ hours of rechargeable battery life that charges via USB
Includes the ability to pair 2 speakers together with Bluetooth +1, speakerphone, intuitive touch-control interface and easy to use app.
From the AUTHORIZED DEALER.
WARRANTY if it's a defective piece.





Description
TOO is a playful, portable Bluetooth speaker with big sound packed into a convenient, diminutive grab-and-go package. Sized to fit easily into your bag or back pocket, TOO is specifically tuned to provide a full range of sound delivering uncompromised, impressive bass performance and 360-degree sound. With 12+ hours of rechargeable battery life and a splash proof design, TOO is the ultimate companion for life on-the-go. 
Amazing sound with more bass than other portable Bluetooth speakers - TOO is specifically tuned to provide a full range of sound without compromise, delivering more bass than other portable Bluetooth speakers, full midrange and crisp treble. 360-degree sound projects audio in every direction meaning wherever the speaker is placed, everyone will have an equally clear, direct acoustic experience.
Grab-and-go compact size - Slim like a bottle and small enough to fit neatly into the pocket of a backpack or handbag, TOO is one of the most lightweight, ultra-portable speakers on the market.
 

Splash Proof Design - TOO is splash proof and its rubber foot and sturdy frame shield it from any surface - wet or dry, while its unique fabric cover protects its elements from the elements.
 

12+ Hours of rechargeable battery life - With more than 12 hours of playback on a single charge, your TOO will always be by your side ready to play when you are!
  
Convenient carrying loop - The small looped handle that hangs off the edge of TOO is perfect for hanging off your finger, clipping to your backpack (or on anything) for convenient hands free listening.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,Black,,,shopify,0,continue,699.00,365.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/too_darkgrey_2.jpg?v=1581631085
libratone-zipp-speaker,"Libratone Zipp Portable Bluetooth Speaker","Discover rich, immersive sound, with the Zipp Bluetooth speakers designed to fill every moment with music. Or for a multi-room experience, add more Libratone speakers and blast your favourite tunes in every room.

Model Number: LH0032010EU2001 (Cloudy Grey), LH0032010EU2002 (Graphite Grey), LH0032010EU2003 (Victory Red), LH0032010EU2004 (Deep Lagoon). LH0032030EU2002 (Nordic Black, Graphite Grey).
Materials &amp; Finish : Base and top with white satin surface, quality black handle and replaceable cover in trendy CoolWeave Mesh© fabric.
Dimensions &amp; Weight : Height: 26.1 cm / 10.3”,  Width: 12.2 cm / 4.8”, Weight: 1.5 kg / 3.3 lbs
Power :

10 hours of continuous play
100-240V AC 50/60Hz input
19V 1.8A output

App : Available for download through Apple App Store and Google Play Store.
Interchangeable coversExtra speaker covers are available in several colours.
Amplifier: Full digital Class D amplified adaptive DSP sound optimisation and speaker protection system. 100 Watt total power, across 2 DSP enhanced amplifier channels.
Drive units

360 degree reflector
3” Neodynium Woofer
1” Soft Dome Neodynium Tweeter
2 × 3.5” Low Frequency radiators

Acoustic performance

360° FullRoom™ sound
Link speakers for individual left/right stereo channels
High res audio 96 kHz/24 bit
Frequency range: 50 Hz – 20 kHz

Inputs

3.5 mm mini-jack (analogue)
USB play in, USB charge out (charges your phone while plugged into the speaker)

Sound Space Link: Pair up to 6 speakers per group, and 8 groups on a wireless network. Maximum 16 speakers on the same wireless network.
Touch interface

Intuitive controls for volume, play, pause, skip forward/back
Hush gesture detection
5 programmable internet radio stations

Speakerphone

Noise isolating microphones
Works via Bluetooth

Connectivity

WiFi dual band 2.4 GHz &amp; 5 GHz, IEEE 802.11 b/g/n compatible
3.5 mm mini-jack (analogue)
USB play in, USB charge out
Bluetooth 4.0 aptX
Airplay
DLNA (Android/Windows)
Spotify Connect

From the AUTHORIZED DEALER.WARRANTY if it's a defective piece.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,Grey,,,shopify,0,continue,"1,364.00",755.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151592951584745graphite-grey1.jpg?v=1581634202
libratone-zipp-speaker,"Libratone Zipp Portable Bluetooth Speaker","Discover rich, immersive sound, with the Zipp Bluetooth speakers designed to fill every moment with music. Or for a multi-room experience, add more Libratone speakers and blast your favourite tunes in every room.

Model Number: LH0032010EU2001 (Cloudy Grey), LH0032010EU2002 (Graphite Grey), LH0032010EU2003 (Victory Red), LH0032010EU2004 (Deep Lagoon). LH0032030EU2002 (Nordic Black, Graphite Grey).
Materials &amp; Finish : Base and top with white satin surface, quality black handle and replaceable cover in trendy CoolWeave Mesh© fabric.
Dimensions &amp; Weight : Height: 26.1 cm / 10.3”,  Width: 12.2 cm / 4.8”, Weight: 1.5 kg / 3.3 lbs
Power :

10 hours of continuous play
100-240V AC 50/60Hz input
19V 1.8A output

App : Available for download through Apple App Store and Google Play Store.
Interchangeable coversExtra speaker covers are available in several colours.
Amplifier: Full digital Class D amplified adaptive DSP sound optimisation and speaker protection system. 100 Watt total power, across 2 DSP enhanced amplifier channels.
Drive units

360 degree reflector
3” Neodynium Woofer
1” Soft Dome Neodynium Tweeter
2 × 3.5” Low Frequency radiators

Acoustic performance

360° FullRoom™ sound
Link speakers for individual left/right stereo channels
High res audio 96 kHz/24 bit
Frequency range: 50 Hz – 20 kHz

Inputs

3.5 mm mini-jack (analogue)
USB play in, USB charge out (charges your phone while plugged into the speaker)

Sound Space Link: Pair up to 6 speakers per group, and 8 groups on a wireless network. Maximum 16 speakers on the same wireless network.
Touch interface

Intuitive controls for volume, play, pause, skip forward/back
Hush gesture detection
5 programmable internet radio stations

Speakerphone

Noise isolating microphones
Works via Bluetooth

Connectivity

WiFi dual band 2.4 GHz &amp; 5 GHz, IEEE 802.11 b/g/n compatible
3.5 mm mini-jack (analogue)
USB play in, USB charge out
Bluetooth 4.0 aptX
Airplay
DLNA (Android/Windows)
Spotify Connect

From the AUTHORIZED DEALER.WARRANTY if it's a defective piece.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,Red,,,shopify,0,continue,"1,364.00",765.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Red.jpg?v=1581634377
libratone-zipp-speaker,"Libratone Zipp Portable Bluetooth Speaker","Discover rich, immersive sound, with the Zipp Bluetooth speakers designed to fill every moment with music. Or for a multi-room experience, add more Libratone speakers and blast your favourite tunes in every room.

Model Number: LH0032010EU2001 (Cloudy Grey), LH0032010EU2002 (Graphite Grey), LH0032010EU2003 (Victory Red), LH0032010EU2004 (Deep Lagoon). LH0032030EU2002 (Nordic Black, Graphite Grey).
Materials &amp; Finish : Base and top with white satin surface, quality black handle and replaceable cover in trendy CoolWeave Mesh© fabric.
Dimensions &amp; Weight : Height: 26.1 cm / 10.3”,  Width: 12.2 cm / 4.8”, Weight: 1.5 kg / 3.3 lbs
Power :

10 hours of continuous play
100-240V AC 50/60Hz input
19V 1.8A output

App : Available for download through Apple App Store and Google Play Store.
Interchangeable coversExtra speaker covers are available in several colours.
Amplifier: Full digital Class D amplified adaptive DSP sound optimisation and speaker protection system. 100 Watt total power, across 2 DSP enhanced amplifier channels.
Drive units

360 degree reflector
3” Neodynium Woofer
1” Soft Dome Neodynium Tweeter
2 × 3.5” Low Frequency radiators

Acoustic performance

360° FullRoom™ sound
Link speakers for individual left/right stereo channels
High res audio 96 kHz/24 bit
Frequency range: 50 Hz – 20 kHz

Inputs

3.5 mm mini-jack (analogue)
USB play in, USB charge out (charges your phone while plugged into the speaker)

Sound Space Link: Pair up to 6 speakers per group, and 8 groups on a wireless network. Maximum 16 speakers on the same wireless network.
Touch interface

Intuitive controls for volume, play, pause, skip forward/back
Hush gesture detection
5 programmable internet radio stations

Speakerphone

Noise isolating microphones
Works via Bluetooth

Connectivity

WiFi dual band 2.4 GHz &amp; 5 GHz, IEEE 802.11 b/g/n compatible
3.5 mm mini-jack (analogue)
USB play in, USB charge out
Bluetooth 4.0 aptX
Airplay
DLNA (Android/Windows)
Spotify Connect

From the AUTHORIZED DEALER.WARRANTY if it's a defective piece.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,White,,,shopify,0,continue,"1,299.00",765.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/zipp_cloudygrey_1.jpg?v=1581542542
libratone-zipp-speaker,"Libratone Zipp Portable Bluetooth Speaker","Discover rich, immersive sound, with the Zipp Bluetooth speakers designed to fill every moment with music. Or for a multi-room experience, add more Libratone speakers and blast your favourite tunes in every room.

Model Number: LH0032010EU2001 (Cloudy Grey), LH0032010EU2002 (Graphite Grey), LH0032010EU2003 (Victory Red), LH0032010EU2004 (Deep Lagoon). LH0032030EU2002 (Nordic Black, Graphite Grey).
Materials &amp; Finish : Base and top with white satin surface, quality black handle and replaceable cover in trendy CoolWeave Mesh© fabric.
Dimensions &amp; Weight : Height: 26.1 cm / 10.3”,  Width: 12.2 cm / 4.8”, Weight: 1.5 kg / 3.3 lbs
Power :

10 hours of continuous play
100-240V AC 50/60Hz input
19V 1.8A output

App : Available for download through Apple App Store and Google Play Store.
Interchangeable coversExtra speaker covers are available in several colours.
Amplifier: Full digital Class D amplified adaptive DSP sound optimisation and speaker protection system. 100 Watt total power, across 2 DSP enhanced amplifier channels.
Drive units

360 degree reflector
3” Neodynium Woofer
1” Soft Dome Neodynium Tweeter
2 × 3.5” Low Frequency radiators

Acoustic performance

360° FullRoom™ sound
Link speakers for individual left/right stereo channels
High res audio 96 kHz/24 bit
Frequency range: 50 Hz – 20 kHz

Inputs

3.5 mm mini-jack (analogue)
USB play in, USB charge out (charges your phone while plugged into the speaker)

Sound Space Link: Pair up to 6 speakers per group, and 8 groups on a wireless network. Maximum 16 speakers on the same wireless network.
Touch interface

Intuitive controls for volume, play, pause, skip forward/back
Hush gesture detection
5 programmable internet radio stations

Speakerphone

Noise isolating microphones
Works via Bluetooth

Connectivity

WiFi dual band 2.4 GHz &amp; 5 GHz, IEEE 802.11 b/g/n compatible
3.5 mm mini-jack (analogue)
USB play in, USB charge out
Bluetooth 4.0 aptX
Airplay
DLNA (Android/Windows)
Spotify Connect

From the AUTHORIZED DEALER.WARRANTY if it's a defective piece.",Alphatech,"Apparel & Accessories > Clothing",bluetoothspeakers,true,Color,Green,,,shopify,0,continue,"1,299.00",765.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/deep-lagoon3.jpg?v=1581542542
