Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
tangram-factory-smart-rope-soft-grip,"Tangram Factory Smart Rope Soft Grip","Real silicon for a premium feel in the hand
Adds colour, style and personality to your Smart Rope
Easily removable and washable
Splash resistant and sweat resistant",Limeconcepts,"Apparel & Accessories > Clothing",smartropes,true,Color,Green,,,shopify,4,continue,50.00,25.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148796660616223SG-GR.jpg?v=1581543426
tangram-factory-smart-rope-soft-grip,"Tangram Factory Smart Rope Soft Grip","Real silicon for a premium feel in the hand
Adds colour, style and personality to your Smart Rope
Easily removable and washable
Splash resistant and sweat resistant",Limeconcepts,"Apparel & Accessories > Clothing",smartropes,true,Color,Grey,,,shopify,0,continue,50.00,25.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148796662188293SG-NT-1.jpg?v=1581543426
tangram-factory-smart-rope-soft-grip,"Tangram Factory Smart Rope Soft Grip","Real silicon for a premium feel in the hand
Adds colour, style and personality to your Smart Rope
Easily removable and washable
Splash resistant and sweat resistant",Limeconcepts,"Apparel & Accessories > Clothing",smartropes,true,Color,Orange,,,shopify,4,continue,50.00,25.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148796663172254SG-OR-1.jpg?v=1581543426
tangram-factory-smart-rope-soft-grip,"Tangram Factory Smart Rope Soft Grip","Real silicon for a premium feel in the hand
Adds colour, style and personality to your Smart Rope
Easily removable and washable
Splash resistant and sweat resistant",Limeconcepts,"Apparel & Accessories > Clothing",smartropes,true,Color,Pink,,,shopify,4,continue,50.00,25.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148796832032765SG-PK1.jpg?v=1581543426
leather-tassels-neckpiece,"Leather Tassels Neckpiece","Women
Pendant
Colors: Black &amp; Brown





Description

2018 latest design !!
Fashion tassels in leather pendant
A long neckpiece for the modern you 

Color options available: 

Black
Brown","Shimmer Kreations","Apparel & Accessories > Clothing",collarnecklaces,true,Color,Brown,,,shopify,5,continue,100.00,65.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151732103532406gold-tassel.jpg?v=1581542473
retro-rhinestone-crystal-tassels-earrings,"Retro Rhinestone Crystal Tassels Earrings","Shape: Retro
Dangle &amp; Chandelier Earrings
Occasion: Party
Colors: Black &amp; White





Description
Retro statement rhinestone crystal tassel earrings feature shiny crystals on the top half and beautiful fine threads on the bottom half. The tassels are in 2 colors which make them a great complimentary ear accessory for a morning and evening party outfit. The tassels falling from a crystal flower base are very vintage chic and extremely elegant. Style these with a beautiful dress and heels. 
Color options available :

Black
White","Shimmer Kreations","Apparel & Accessories > Clothing",Earrings,true,Color,White,,,shopify,5,continue,60.00,40.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1517307094152832018-01-08-PHOTO-00002544.jpg?v=1581543220
vintage-long-tassels-earrings,"Vintage Long Tassels Earrings","Women
Earrings
Handmade
Colors: Black &amp; White





Description
Vintage long silk Tassel earrings in Rose pattern on the top. They are are a sophisticated adornment for evening looks. Intricately designed, they’re enhanced with lustrous strands. Wear them with contrasting colours for a contemporary result.  
Color options available:

Black 
White","Shimmer Kreations","Apparel & Accessories > Clothing",Earrings,true,Color,Black,,,shopify,4,continue,75.00,50.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1517043881626072018-01-08-PHOTO-00002548.jpg?v=1581543640
long-silk-tassels-earrings-in-colors,"Long Silk Tassels Earrings in Colors","Dangle &amp; Chandelier Earrings
Occasion: Morning or Evening Party
Colors Available Neon Green, Electric Blue &amp; Fushia Pink
Length - 19.5 cms
Net Weight - 17g





Description
Statement, shoulder-grazing, long silk tassels to glam your look. They are a must-have evening essential. These earrings are the BEST SELLER! Even prettier in person!
Colors available :

Neon green 
Electric blue 
Fushia pink","Shimmer Kreations","Apparel & Accessories > Clothing",Earrings,true,Color,"Neon Green",,,shopify,5,continue,105.00,45.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151803829620816WhatsApp-Image-2018-02-08-at-01.14.18.jpg?v=1581542548
long-silk-tassels-earrings-in-colors,"Long Silk Tassels Earrings in Colors","Dangle &amp; Chandelier Earrings
Occasion: Morning or Evening Party
Colors Available Neon Green, Electric Blue &amp; Fushia Pink
Length - 19.5 cms
Net Weight - 17g





Description
Statement, shoulder-grazing, long silk tassels to glam your look. They are a must-have evening essential. These earrings are the BEST SELLER! Even prettier in person!
Colors available :

Neon green 
Electric blue 
Fushia pink","Shimmer Kreations","Apparel & Accessories > Clothing",Earrings,true,Color,"Fuchsia Pink",,,shopify,5,continue,105.00,45.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151803829464571WhatsApp-Image-2018-02-08-at-01.14.19.jpg?v=1581542548
slim-laptop-case-notebook-bag-genuine-dicota-slim-case-base,"Dicota Slim Case Base Laptop Case Notebook 14-15.6","Slim Case BASE is a lightweight carrying solution for your personal device. Your notebook is well protected thanks to the cushioned notebook compartment. With the help of a removable strap, the notebook is kept in place inside the bag. You can either carry the bag with the comfortable neoprene handles or use the detachable shoulder strap. 

Documents can conveniently be stored in the designated slip pocket at the backside of the bag. The functional front pocket offers enough space to store accessories and other personal belongings you want to have close at hand. This makes Slim Case BASE the perfect bag for those on the go. Choose your own colour combination and individualise your style.
 
Fresh colours combined with first class protection. Thanks to the EVA foam inside, your ultrabook is protected against impacts.
Features:



Lockable cushioned notebook compartment
Front pocket with holders for pens, smartphone and accessories
Slip pocket for documents at the back of the case
Comfortable padded handle
Removable shoulder strap
Available in various colours with stylish highlights
Dimensions Internal: 380 x 265 x 40 mm","Pro Technology","Apparel & Accessories > Clothing","Laptop Bag",true,Color,Grey/Blue,,,shopify,5,continue,114.55,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15123999006628641J4nWGOzpL.jpg?v=1627727452
